step 0, loss 0.8543756008148193
step 14576, loss 0.19059832306898467
step 14577, loss 0.1956191099780515
step 14578, loss 0.19220225993672446
step 14579, loss 0.19601228967797255
step 14580, loss 0.18831542925976064
step 14581, loss 0.19148767408975076
step 14582, loss 0.19152096733970744
step 14583, loss 0.19191420667341325
step 14584, loss 0.19448709571037567
step 14585, loss 0.19148227498239764
step 14586, loss 0.18998819671845277
step 14587, loss 0.1933781869659648
step 14588, loss 0.19300304956285586
step 14589, loss 0.19390926754815965
step 14590, loss 0.20162189599582783
step 14591, loss 0.20679925617613704
step 14592, loss 0.2071923008892385
step 14593, loss 0.21661278527976108
step 14594, loss 0.21308969338537184
step 14595, loss 0.21433156174243326
step 14596, loss 0.21324623920161279
step 14597, loss 0.2295799371389039
step 14598, loss 0.2178353272486467
step 14599, loss 0.21602620356757096
step 14600, loss 0.2095039949430107
step 14601, loss 0.204184041823126
step 14602, loss 0.20224308199153287
step 14603, loss 0.19104291850148986
step 14604, loss 0.1922592001004757
step 14605, loss 0.19136741252336578
step 14606, loss 0.19928024254674026
step 14607, loss 0.19604505189449467
step 14608, loss 0.20148783106974555
step 14609, loss 0.21307410162125642
step 14610, loss 0.21465843046994162
step 14611, loss 0.22313344590626197
step 14612, loss 0.2179869110533181
step 14613, loss 0.2177272658182904
step 14614, loss 0.21134369706813022
step 14615, loss 0.21141055943700843
step 14616, loss 0.20464936991453028
step 14617, loss 0.2023742803924071
step 14618, loss 0.20650686255032902
step 14619, loss 0.2064311319375195
step 14620, loss 0.2071793315217636
step 14621, loss 0.23125552273444017
step 14622, loss 0.23223580393181753
step 14623, loss 0.22629866724896291
step 14624, loss 0.22384120278675432
step 14625, loss 0.2197211005072511
step 14626, loss 0.2228943155211851
step 14627, loss 0.2281824510695915
step 14628, loss 0.23670717430732077
step 14629, loss 0.23304446058828915
step 14630, loss 0.2320707546236451
step 14631, loss 0.2389685398246946
step 14632, loss 0.2375255110179873
step 14633, loss 0.22441167300780043
step 14634, loss 0.2190835267231413
step 14635, loss 0.22116392462780016
step 14636, loss 0.22165883579251114
step 14637, loss 0.21831512747761855
step 14638, loss 0.2165350940694563
step 14639, loss 0.20723951252134018
step 14640, loss 0.20805593334285652
step 14641, loss 0.2074756711958191
step 14642, loss 0.2123717686747022
step 14643, loss 0.21001309346090327
step 14644, loss 0.20632121584651386
step 14645, loss 0.21327201087925596
step 14646, loss 0.21689382695842174
step 14647, loss 0.21510075930078376
step 14648, loss 0.2171242407261093
step 14649, loss 0.2179334376423442
step 14650, loss 0.21876598574240957
step 14651, loss 0.2141569078938957
step 14652, loss 0.21397965141923392
step 14653, loss 0.21379728605262488
step 14654, loss 0.21489260634701296
step 14655, loss 0.2099021974884347
step 14656, loss 0.21121202442194903
step 14657, loss 0.2146991553885867
step 14658, loss 0.21421051886526912
step 14659, loss 0.21704929948015367
step 14660, loss 0.21479411912110466
step 14661, loss 0.2120161741269858
step 14662, loss 0.22717192971347852
step 14663, loss 0.22526943120633736
step 14664, loss 0.22338332623191337
step 14665, loss 0.2180306201274484
step 14666, loss 0.21952334509151783
step 14667, loss 0.21508876799813756
step 14668, loss 0.21557270126883848
step 14669, loss 0.22066426846991177
step 14670, loss 0.22775000250587044
step 14671, loss 0.22050506248696902
step 14672, loss 0.22080498374662633
step 14673, loss 0.21775539163197727
step 14674, loss 0.22033736655216501
step 14675, loss 0.21326676353008528
step 14676, loss 0.213991393245974
step 14677, loss 0.2106714200357069
step 14678, loss 0.216850368801904
step 14679, loss 0.21837521370424537
step 14680, loss 0.21452891030466892
step 14681, loss 0.2158796968927056
step 14682, loss 0.2113447919073764
step 14683, loss 0.2122798354550955
step 14684, loss 0.21115423957628823
step 14685, loss 0.20815304118504657
step 14686, loss 0.21183642773131015
step 14687, loss 0.21722607041865125
step 14688, loss 0.21380808704021156
step 14689, loss 0.21473534482350273
step 14690, loss 0.22446526507404738
step 14691, loss 0.2224671654689368
step 14692, loss 0.21672221834552793
step 14693, loss 0.21797980053805568
step 14694, loss 0.21320673242434793
step 14695, loss 0.21262581123612762
step 14696, loss 0.20991988307567633
step 14697, loss 0.20637215369640766
step 14698, loss 0.20968319946854394
step 14699, loss 0.20250666565593256
step 14700, loss 0.19899287158456005
step 14701, loss 0.20377428085392615
step 14702, loss 0.2005596749554804
step 14703, loss 0.20157173656559568
step 14704, loss 0.20470756485882327
step 14705, loss 0.20491980488440031
step 14706, loss 0.1991140229285416
step 14707, loss 0.20111420149630224
step 14708, loss 0.20112911815964504
step 14709, loss 0.19740426053574672
step 14710, loss 0.20027053365085415
step 14711, loss 0.19803583928025267
step 14712, loss 0.19347446091243478
step 14713, loss 0.18708714479746388
step 14714, loss 0.18587426961548895
step 14715, loss 0.19004013050575053
step 14716, loss 0.19205875911395842
step 14717, loss 0.19003957108927752
step 14718, loss 0.19173701789623188
step 14719, loss 0.19886571633797007
step 14720, loss 0.1954411444185476
step 14721, loss 0.1957230502770812
step 14722, loss 0.1957817615037981
step 14723, loss 0.19908970066599463
step 14724, loss 0.20056211324357168
step 14725, loss 0.19575069879135348
step 14726, loss 0.19754526199079328
step 14727, loss 0.19576599759915567
step 14728, loss 0.20016138460986999
step 14729, loss 0.1977749038346397
step 14730, loss 0.18926664757202152
step 14731, loss 0.20101081342223362
step 14732, loss 0.19787153313210376
step 14733, loss 0.2005196351675758
step 14734, loss 0.2085685109080585
step 14735, loss 0.20389306917623093
step 14736, loss 0.1965799797311611
step 14737, loss 0.19706422258036022
step 14738, loss 0.18985129522040503
step 14739, loss 0.20297562295277433
step 14740, loss 0.19575786036920115
step 14741, loss 0.19812579997782317
step 14742, loss 0.19222934885386592
step 14743, loss 0.18638076195327014
step 14744, loss 0.18729103633052918
step 14745, loss 0.19260123695391548
step 14746, loss 0.19362898610941887
step 14747, loss 0.194647947933486
step 14748, loss 0.194884085642884
step 14749, loss 0.1872363163419871
step 14750, loss 0.18708694339290038
step 14751, loss 0.1946667792841325
step 14752, loss 0.19489601365725964
step 14753, loss 0.19378161381483766
step 14754, loss 0.19916687414765977
step 14755, loss 0.1979040220891293
step 14756, loss 0.19773403693868424
step 14757, loss 0.1911197652486
step 14758, loss 0.18775041401985587
step 14759, loss 0.1903536975437698
step 14760, loss 0.19089481473454512
step 14761, loss 0.19057757622440466
step 14762, loss 0.1859867808202488
step 14763, loss 0.17635032418187704
step 14764, loss 0.17428143962755424
step 14765, loss 0.17658241073371134
step 14766, loss 0.17720760983301248
step 14767, loss 0.18546978010600548
step 14768, loss 0.18813777602194914
step 14769, loss 0.19485393735598777
step 14770, loss 0.1956360957577639
step 14771, loss 0.19149740382028935
step 14772, loss 0.19216007599824653
step 14773, loss 0.19231037595505107
step 14774, loss 0.19285673170061043
step 14775, loss 0.1930785173365873
step 14776, loss 0.19573166169429437
step 14777, loss 0.1962754416260536
step 14778, loss 0.1957510520035102
step 14779, loss 0.19388145288950867
step 14780, loss 0.1891938619118333
step 14781, loss 0.19075928529811503
step 14782, loss 0.18897151411216798
step 14783, loss 0.19166026676274547
step 14784, loss 0.17918369172135482
step 14785, loss 0.1902320682834341
step 14786, loss 0.18744152335799522
step 14787, loss 0.1739278928054284
step 14788, loss 0.1793999295484642
step 14789, loss 0.18243656942709863
step 14790, loss 0.20452667226908727
step 14791, loss 0.20496314272747748
step 14792, loss 0.20679385964989344
step 14793, loss 0.205626550360796
step 14794, loss 0.19283884216333372
step 14795, loss 0.1858097556142653
step 14796, loss 0.18184245314377354
step 14797, loss 0.1767991008118791
step 14798, loss 0.17777522400820278
step 14799, loss 0.1782280414921405
step 14800, loss 0.1830301591416325
step 14801, loss 0.18758238333405192
step 14802, loss 0.18658705930061165
step 14803, loss 0.1915655721439155
step 14804, loss 0.1879148235213666
step 14805, loss 0.18776760699974676
step 14806, loss 0.19096213164294226
step 14807, loss 0.19710307343928038
step 14808, loss 0.19470356426353472
step 14809, loss 0.19580632169588105
step 14810, loss 0.19502668577024665
step 14811, loss 0.1938202589534759
step 14812, loss 0.1919951268836593
step 14813, loss 0.19217483062786478
step 14814, loss 0.19110448830642657
step 14815, loss 0.18868884748207054
step 14816, loss 0.18760184770214428
step 14817, loss 0.18617960654545904
step 14818, loss 0.18056935676499378
step 14819, loss 0.18475188859013472
step 14820, loss 0.18629797739721315
step 14821, loss 0.18899969705584924
step 14822, loss 0.18494568868258549
step 14823, loss 0.18573102000754138
step 14824, loss 0.1807491672939157
step 14825, loss 0.17881885703558584
step 14826, loss 0.18194090756316358
step 14827, loss 0.1857560241151396
step 14828, loss 0.18826210325317477
step 14829, loss 0.1885884775998315
step 14830, loss 0.1883511445774544
step 14831, loss 0.18872268663530725
step 14832, loss 0.19422353953139643
step 14833, loss 0.1966132371129095
step 14834, loss 0.196135543152824
step 14835, loss 0.1927964276359692
step 14836, loss 0.18835470851834546
step 14837, loss 0.18532628217258393
step 14838, loss 0.18397842704282705
step 14839, loss 0.1926060872586951
step 14840, loss 0.1931290037017213
step 14841, loss 0.19190078883598566
step 14842, loss 0.18695946999696184
step 14843, loss 0.19132818551338276
step 14844, loss 0.18652308974990153
step 14845, loss 0.19498505587275838
step 14846, loss 0.19610606934037222
step 14847, loss 0.2012590316421367
step 14848, loss 0.19939181484162008
step 14849, loss 0.19949211130183214
step 14850, loss 0.19578134819544502
step 14851, loss 0.1934518304885371
step 14852, loss 0.19731746650525422
step 14853, loss 0.19330147090663158
step 14854, loss 0.19187416150965966
step 14855, loss 0.1948356674444557
step 14856, loss 0.19121058103429206
step 14857, loss 0.20267642721820112
step 14858, loss 0.2048975171323559
step 14859, loss 0.2064439214774318
step 14860, loss 0.20772298343554266
step 14861, loss 0.20520495922185594
step 14862, loss 0.2056158204449798
step 14863, loss 0.2080976757025944
step 14864, loss 0.21057220929410103
step 14865, loss 0.21207764715146463
step 14866, loss 0.21090589288048245
step 14867, loss 0.21771923592542675
step 14868, loss 0.21568639031817077
step 14869, loss 0.2176939468243977
step 14870, loss 0.21246753370695654
step 14871, loss 0.21029829295814045
step 14872, loss 0.22658740561312446
step 14873, loss 0.22056478930508502
step 14874, loss 0.21655683672126003
step 14875, loss 0.21222709526743772
step 14876, loss 0.2097979135226573
step 14877, loss 0.20355169000429205
step 14878, loss 0.19798654039683009
step 14879, loss 0.20245499360545335
step 14880, loss 0.201553731691693
step 14881, loss 0.21220901864634878
step 14882, loss 0.20728022388696904
step 14883, loss 0.20947965859246465
step 14884, loss 0.21562914740030956
step 14885, loss 0.21532934776829177
step 14886, loss 0.21852632348435963
step 14887, loss 0.2128855241957114
step 14888, loss 0.21355794402564818
step 14889, loss 0.21384690135066436
step 14890, loss 0.21830050286064798
step 14891, loss 0.2207993594087087
step 14892, loss 0.21681599711867477
step 14893, loss 0.20915792192958868
step 14894, loss 0.20360164915868412
step 14895, loss 0.21274439759864305
step 14896, loss 0.21215627432895212
step 14897, loss 0.2020824321302698
step 14898, loss 0.20294780893858605
step 14899, loss 0.2010034459567338
step 14900, loss 0.19731702098872692
step 14901, loss 0.19915393611454754
step 14902, loss 0.19819594133493712
step 14903, loss 0.19399885870752404
step 14904, loss 0.19523225162390773
step 14905, loss 0.192801941340839
step 14906, loss 0.18796970299393698
step 14907, loss 0.17969079629937498
step 14908, loss 0.18124044075333795
step 14909, loss 0.18270388664058196
step 14910, loss 0.1816223554723085
step 14911, loss 0.18284840669446778
step 14912, loss 0.17549208211493725
step 14913, loss 0.1685935384713909
step 14914, loss 0.1630139680221648
step 14915, loss 0.164412887231854
step 14916, loss 0.160819491448713
step 14917, loss 0.16181091729049027
step 14918, loss 0.16500087615767844
step 14919, loss 0.15996573823916668
step 14920, loss 0.15601782537902373
step 14921, loss 0.16484569195573012
step 14922, loss 0.1707187758415742
step 14923, loss 0.16731916217772394
step 14924, loss 0.1594709360489389
step 14925, loss 0.17567658757172294
step 14926, loss 0.17213540525736454
step 14927, loss 0.17440449373276867
step 14928, loss 0.17066304692344522
step 14929, loss 0.18899997301742424
step 14930, loss 0.1831851428256481
step 14931, loss 0.18165721823329173
step 14932, loss 0.1845138385554055
step 14933, loss 0.19040194135843813
step 14934, loss 0.1854317633683005
step 14935, loss 0.1896252645588981
step 14936, loss 0.18928351225290302
step 14937, loss 0.18748081226796154
step 14938, loss 0.1868500098554812
step 14939, loss 0.19543352886752982
step 14940, loss 0.19728313831731706
step 14941, loss 0.19168939693193163
step 14942, loss 0.19307342025715582
step 14943, loss 0.19076027440796917
step 14944, loss 0.19049219311270676
step 14945, loss 0.1968446852653643
step 14946, loss 0.1897658466001827
step 14947, loss 0.19519749063555705
step 14948, loss 0.19708991001520434
step 14949, loss 0.20020578459328903
step 14950, loss 0.20029783685886707
step 14951, loss 0.19755329882994752
step 14952, loss 0.19189935799743646
step 14953, loss 0.19385299572026055
step 14954, loss 0.19598108668931113
step 14955, loss 0.19446111893482018
step 14956, loss 0.1815742262526781
step 14957, loss 0.17879681959668672
step 14958, loss 0.19003254927623164
step 14959, loss 0.18090475953305862
step 14960, loss 0.18843109926597867
step 14961, loss 0.19181824345305498
step 14962, loss 0.19070270018799546
step 14963, loss 0.17954099646529653
step 14964, loss 0.17660343323339014
step 14965, loss 0.17133128053714922
step 14966, loss 0.17294159001204454
step 14967, loss 0.17295854508363975
step 14968, loss 0.17168643074766196
step 14969, loss 0.1746495991724914
step 14970, loss 0.18130347249908915
step 14971, loss 0.18487336741093102
step 14972, loss 0.18900606041732404
step 14973, loss 0.19613451962694203
step 14974, loss 0.1983067247720779
step 14975, loss 0.19709402204622814
step 14976, loss 0.20258573783400646
step 14977, loss 0.20369980865385823
step 14978, loss 0.20206351995766186
